feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
427.102327526643,0.6677004625373854,45.68525296638654,25.0,17.0,0.04721854000014494,0.0,0.0,0.33447008926670085,972.170594587978,0
111.06762382707873,0.6196286071967679,76.35514955557369,25.0,17.0,0.06810636114957525,0.0,0.0,0.9236026105860858,602.0546213991197,0
120.82726956177987,6.627429609074151,6.48743888587948,22.0,17.0,0.03517385627617691,0.0,0.0,0.17797335441714518,523.5591296996042,0
228.46828960185314,8.067294504986172,77.66676627287376,80.0,6.0,0.07105546155500088,0.0,0.0,0.3963687118590159,261.49599136761674,0
610.8464525733226,1.3968880251612443,37.82249591373889,80.0,1.0,0.09070548191713146,0.0,0.0,0.27294388451878915,314.7068291250804,0
152.03421673453164,3.324531516371123,65.22164258038835,21.0,17.0,0.056862797750830474,0.0,0.0,0.46773569069187226,938.4186224563689,0
153.7960835405911,4.138323619665647,37.904849114666796,22.0,6.0,0.09106391314756627,0.0,0.0,0.6208311767781787,1284.1592941651716,0
1073.9085034815935,5.9288088992509245,35.73089298307846,21.0,17.0,0.003507635036850332,0.0,0.0,0.20032279571447476,861.5798806523177,0
1282.699777785104,3.890741511298462,61.776030255326674,21.0,17.0,0.021679685892449042,0.0,0.0,0.5604390145422312,881.0702307565862,0
1001.1459363679157,5.911176961824468,29.692648662226244,80.0,6.0,0.001644056036026631,0.0,0.0,0.39647257613630105,1020.8439217078278,0
564.352593024163,6.917310269338923,69.26757321435342,25.0,1.0,0.0650506124531416,0.0,0.0,0.14179804615056713,852.7465793638657,0
1174.2034953618354,3.1404915161140954,71.6471132023274,25.0,1.0,0.023441364917102005,0.0,0.0,0.6116715844205329,1047.9638581537295,0
265.09912795396235,4.42743875974462,6.750487855122061,21.0,6.0,0.0879693560363847,0.0,0.0,0.8144504786038211,575.8343987773463,0
640.206121517023,6.853790078066078,57.356947151874195,443.0,6.0,0.004159544013314187,0.0,0.0,0.3369904511446293,926.348559059107,0
591.6112626110621,5.531537587912875,87.00675529195111,22.0,6.0,0.0024403814195021246,0.0,0.0,0.5080392775488092,176.21885512273224,0
513.5431609003067,1.3051167372272703,19.04399635137314,22.0,1.0,0.05362254695691398,0.0,0.0,0.36543124065771093,1112.2136473322296,0
1048.8767554359827,3.151792154773228,76.61714556129742,80.0,1.0,0.037051319996101485,0.0,0.0,0.6293115471501577,1176.0769868063865,0
1242.0393032628442,6.995535212781984,10.2393643180006,443.0,1.0,0.0879267111328412,0.0,0.0,0.9543642450771807,800.6173886481787,0
221.98978920127965,2.998905892131144,71.61248016219979,25.0,6.0,0.0717466874242306,0.0,0.0,0.7066203363925198,1131.7641212236624,0
618.3040555242677,8.181314023336883,81.23225312676934,21.0,1.0,0.04851245895217047,0.0,0.0,0.924251565159243,1370.639321446912,0
209.48501566647568,1.665837235809039,7.711473642421961,21.0,1.0,0.03721067025875874,0.0,0.0,0.29284192304345513,884.6044522849571,0
124.00633228157241,6.381855897158245,96.20207522265518,22.0,6.0,0.008585383554459836,0.0,0.0,0.13590122258692908,439.6036299922874,0
1021.0317753993014,5.4606951379172735,54.49649425592252,443.0,6.0,0.030278810475835652,0.0,0.0,0.20083779765843224,1211.9516419948661,0
793.2772186024331,3.8212559241750412,41.80290307209624,80.0,6.0,0.05422832953361661,0.0,0.0,0.18045996877424875,1244.8124465783296,0
892.0367889911022,8.892891170785417,89.9892097180692,22.0,6.0,0.04378684635159557,0.0,0.0,0.6234770357678802,667.1656557684255,0
387.9922479058673,0.7679776129632542,76.66633284585878,80.0,17.0,0.01911562844295365,0.0,0.0,0.964515767754014,484.2833436430742,0
237.76739235010928,9.596367696074703,23.02770665433106,22.0,17.0,0.09790878600673864,0.0,0.0,0.17915740498014152,1236.8260240258153,0
1452.5160610580224,2.832151717984208,70.30080069634197,443.0,1.0,0.08495416578389488,0.0,0.0,0.8333182324623495,838.0094220682225,0
428.2628477640442,8.847407127573998,80.76147211661073,443.0,17.0,0.06755696321594527,0.0,0.0,0.8398267658330499,1245.7099123921848,0
616.2826162375223,7.36462916149831,7.610179601480999,21.0,17.0,0.034919623797895254,0.0,0.0,0.7411707317173036,634.6887912282856,0
1416.4061623104283,3.3185142563324583,87.88506895153745,22.0,6.0,0.08936302585825276,0.0,0.0,0.821783015781617,1226.9077352426712,0
539.0405345416,0.9034622838317298,16.020963114481972,443.0,6.0,0.048569530642323694,0.0,0.0,0.4156054845916849,1163.568564200066,0
968.1167866251983,0.35825158817044667,24.417903649133926,25.0,6.0,0.060007548393864386,0.0,0.0,0.159806953682126,997.2416112283396,0
1028.8925263795713,4.49525500177015,91.59075285113742,22.0,1.0,0.07745704689698457,0.0,0.0,0.709262191803357,1254.7266899458868,0
1137.8073240390484,0.4171898617198688,81.37708300308636,21.0,17.0,0.01550103792135249,0.0,0.0,0.8875770424819049,1104.4990590514676,0
1317.9403615175802,4.291075373210923,2.858305691071381,22.0,6.0,0.018621522497617417,0.0,0.0,0.7180793643194239,1008.9667243106009,0
879.8452321765063,6.851955796481235,96.59517440122642,21.0,1.0,0.07956772867170538,0.0,0.0,0.13410712252501716,610.3835172456045,0
1293.2345344933665,7.300802099398412,85.48632702377417,80.0,1.0,0.04743606457515575,0.0,0.0,0.1915336122375365,890.0683392754639,0
869.7539866741612,4.961938788918894,1.3697137611422425,443.0,6.0,0.03176151881049392,0.0,0.0,0.9712298573600672,1209.3740036706981,0
1332.9059835874818,1.6760620336604182,46.79868471568197,443.0,1.0,0.019686786344102782,0.0,0.0,0.5463797514084332,1258.6187026831146,0
118.72849026163112,1.8731642141314655,17.923310000259463,22.0,1.0,0.0747191392978414,0.0,0.0,0.22968216348007464,1263.1384891959383,0
1121.3504321462915,2.337323422150289,71.46393451469001,22.0,1.0,0.070538969249308,0.0,0.0,0.572674324896704,685.4359256516587,0
1218.0976712508289,9.191360828763775,44.02458911634006,25.0,6.0,0.06755625604098603,0.0,0.0,0.29294279432536063,1377.1410460817901,0
1031.0230127509872,7.654755201625383,20.44603836725509,22.0,17.0,0.06775797500702484,0.0,0.0,0.5697939555580072,589.6800191476689,0
506.30860727881617,9.41016592139044,16.058697098392468,443.0,6.0,0.007633931129372096,0.0,0.0,0.23720864619477738,427.67337735964065,0
1163.3251928839127,9.522153679090174,1.8205366671428007,25.0,1.0,0.024814072754252715,0.0,0.0,0.1267075408972261,1139.8749848882135,0
1459.4857364270129,9.602921550330391,25.233097747169097,80.0,17.0,0.03907047107062142,0.0,0.0,0.2899941580646356,132.2621353964285,0
743.9227737666452,7.067768931883307,14.819449725041554,25.0,17.0,0.07513448931639992,0.0,0.0,0.7442186030718597,315.008312194831,0
498.8588495076063,5.654955241847893,59.204577754806365,21.0,17.0,0.058649380637982564,0.0,0.0,0.7204311449928633,1293.9196188254016,0
256.4212650807374,8.146606882411657,27.35369380717732,80.0,1.0,0.06150287300660187,0.0,0.0,0.13513200613983228,470.06706715992414,0
994.9981106489727,6.913454394009386,10.26757650236248,443.0,1.0,0.06103046810083057,0.0,0.0,0.7136946280980621,601.1462115500901,0
811.3598839629516,7.768169510958331,71.07135236612307,80.0,6.0,0.098175925862698,0.0,0.0,0.14056820802734044,357.09094098543767,0
1005.1160099868381,3.0716009766319368,19.34539603237249,21.0,17.0,0.06362324531072733,0.0,0.0,0.8607997921053371,681.9223953476487,0
1285.8351351305187,4.961058363742246,68.50627725261435,22.0,6.0,0.04721719168122112,0.0,0.0,0.9700914730946262,116.59171315903893,0
775.4598348132563,6.738061034421618,35.86532649118505,22.0,17.0,0.017739303338647674,0.0,0.0,0.47457827438503963,969.6367763690978,0
191.53471078717186,5.684759196539452,99.46127112406501,25.0,1.0,0.06147031457486546,0.0,0.0,0.9467043084868322,269.9358072950903,0
1368.548603933371,2.9261864560824677,91.03533382632402,25.0,6.0,0.06223526952513291,0.0,0.0,0.2639530263246118,168.86061365406243,0
1032.7054643932192,3.8574862980636335,17.607040144443342,25.0,6.0,0.044913676450033524,0.0,0.0,0.4999493241661238,1292.9810505554792,0
949.9035589532541,8.53267706419504,21.228414364732153,25.0,6.0,0.0261850737720427,0.0,0.0,0.47792716675445723,1320.1105511638839,0
807.8898569840109,1.8553655594523921,87.80732340142148,443.0,6.0,0.06312642996007854,0.0,0.0,0.769957387048639,610.8338701553022,0
68.68724722696743,7.004258219683703,10.946663640200146,25.0,6.0,0.07637309603368027,0.0,0.0,0.6178681964113275,1194.1016559184986,0
1058.3823335069387,2.8624916569596395,61.0385317865295,25.0,17.0,0.09907723594632523,0.0,0.0,0.17970033898771337,592.5156210537051,0
829.1026199623283,5.740238118533876,42.238190465384264,80.0,6.0,0.0959907641758193,0.0,0.0,0.5278241912852496,1046.977387646686,0
316.1855180546039,1.0131313542827758,88.6584778364356,21.0,1.0,0.024259381120055767,0.0,0.0,0.1560883051862619,1234.0024866540793,0
748.9480976492982,4.41324429221391,78.49422771667356,25.0,6.0,0.03698532823484999,0.0,0.0,0.6609220310045429,530.0605554492113,0
543.8236240391439,7.6119427926864835,48.66393938207786,22.0,6.0,0.09826114501530231,0.0,0.0,0.17973718752075002,390.23656621625025,0
473.4267789209095,0.6096831935284116,75.88108572784424,21.0,6.0,0.009247688500972307,0.0,0.0,0.2548685568828569,1162.94360294459,0
1020.7274506100542,1.7888442069392996,5.836622786709622,22.0,6.0,0.09528864007454724,0.0,0.0,0.8455563880429214,835.6249273577754,0
1216.2920276796985,4.183721833053805,99.94240314301499,80.0,6.0,0.04719669667132353,0.0,0.0,0.3113846885470448,679.1792754211903,0
1381.76313536765,3.2907653445148277,1.6131919153036032,80.0,6.0,0.008320292963193188,0.0,0.0,0.515767304057121,413.50831869176415,0
415.3940475666917,6.845649172384984,62.54808829871164,80.0,6.0,3.7325202688298646e-05,0.0,0.0,0.2593710241643299,793.1982933859505,0
1172.056853362968,9.216065248730713,12.01725552771674,25.0,17.0,0.06672626945286965,0.0,0.0,0.43513519124787825,805.0051058445954,0
930.7298993079812,2.77697757845578,60.060671193729426,21.0,17.0,0.0005428555583911199,0.0,0.0,0.3112888781617947,924.7240257801919,0
685.410727188112,5.356534619303692,42.662322782306184,22.0,6.0,0.01702958242274888,0.0,0.0,0.8885534886993668,839.9623022480564,0
969.630558153888,6.9347889650792975,46.70229790682744,443.0,1.0,0.009443238605024796,0.0,0.0,0.7239433512426761,1057.3873825250853,0
1362.927169915729,2.7178045977621497,83.10900010493253,21.0,17.0,0.06163308664733424,0.0,0.0,0.4425055361060213,1105.887617550149,0
995.5177811139998,4.475354331872266,77.2192533992438,22.0,17.0,0.04557657951200331,0.0,0.0,0.36463344041561385,1047.2322441544632,0
1150.3581652539187,4.204786298513923,65.3243317828649,443.0,17.0,0.00547800103038848,0.0,0.0,0.18986390291601454,511.5211533822777,0
839.6062634182633,8.32186126129818,15.30865974324388,21.0,1.0,0.0938384928624064,0.0,0.0,0.7800862387812468,1186.8230671516671,0
1383.4182952115427,8.76066461966357,37.853228272034585,21.0,6.0,0.09082467288850109,0.0,0.0,0.7885291747214744,1113.5939860015633,0
156.25372104572185,7.7295994108727015,59.40733292100566,21.0,1.0,0.013956805527053051,0.0,0.0,0.1885035981513691,1163.5699476485172,0
348.6798350930452,7.434227214078366,37.316246732995765,80.0,1.0,0.055175918921766265,0.0,0.0,0.7532307609648943,907.605725502786,0
239.49924641363896,3.3542930874072328,47.352290015693754,22.0,1.0,0.07345893363188057,0.0,0.0,0.7065029819177967,1267.6103055055717,0
544.5815996472954,7.471616447462926,98.03871310214636,21.0,1.0,0.09024451027361183,0.0,0.0,0.8526447300798894,340.58767322823337,0
1467.6596385799185,5.074982205254557,29.076118425315972,21.0,1.0,0.03161277247699965,0.0,0.0,0.33336423245341784,182.13221964856615,0
1487.9018755823233,4.134650509923579,86.11981343385487,22.0,1.0,0.02210460322832334,0.0,0.0,0.8491781381929618,1290.9527927639685,0
125.02173860642435,7.5818988252994926,59.948493134769265,22.0,6.0,0.06424727334829185,0.0,0.0,0.8305738970857663,413.1697113062919,0
955.2367504450302,0.9370833638427454,85.23963595764977,443.0,1.0,0.017636339246708776,0.0,0.0,0.7438402624499132,118.54735811149212,0
1239.248760197403,2.030153907447628,15.189913947957939,80.0,1.0,0.09149703141582657,0.0,0.0,0.9687093967893845,678.2562178729214,0
278.19032745656204,8.487121995227534,85.09026928629241,25.0,6.0,0.029363183710803445,0.0,0.0,0.6505742925442451,1056.0211799114554,0
914.4945061880652,0.46263189491569123,90.69687038061443,80.0,1.0,0.09576296289789278,0.0,0.0,0.2512483741300935,731.6545513720447,0
1447.9287468633643,3.2737116504022086,47.56546508300072,443.0,17.0,0.029602175757546825,0.0,0.0,0.14967258742994488,413.3651535334919,0
425.51314051023127,8.00904324238387,63.78352988747468,80.0,17.0,0.06272463652529629,0.0,0.0,0.6373524057482282,885.0144576947821,0
1423.2791649863846,2.8949291582767955,84.59008073843424,80.0,17.0,0.07861757964938615,0.0,0.0,0.7617880629680785,586.9133246586844,0
1408.6805712630994,3.5839496862029407,6.694870198533135,22.0,1.0,0.02829618029958092,0.0,0.0,0.7475416036647508,600.2036452534035,0
1268.5222307031563,7.836348197293399,8.169502017054832,21.0,17.0,0.0430002642090101,0.0,0.0,0.36557300434367,1108.7738659034294,0
679.2603783244812,6.197817064456396,48.52325021297595,443.0,1.0,0.07809593398040146,0.0,0.0,0.36383265973967016,368.6120476306366,0
867.082474826109,7.555185279000112,50.079500666749354,22.0,17.0,0.06426664147982485,0.0,0.0,0.11731093319616664,1264.356080862797,0
509.8413550863396,8.656666917265891,1.8159205645585994,21.0,17.0,0.06944490745214325,0.0,0.0,0.6982609915177662,751.9144783067587,0
658.059392019009,2.4521066525233413,27.494896566439706,22.0,17.0,0.06164815309541131,0.0,0.0,0.2177468096480474,331.3881160735842,0
650.7598960492367,1.3115197667987444,75.13336477653692,21.0,6.0,0.046132414203735594,0.0,0.0,0.7735945902242517,618.6030601483983,0
651.1403731279911,2.9891443490766654,48.88167637601173,21.0,17.0,0.016556349848756247,0.0,0.0,0.48297071960982596,1308.1659659693278,0
